matchId,summonerId,championId,kills,deaths,assists,kda,wins,losses,played,winrate,masteryPoints,masteryLevel
2054996559,39556669,31,124,96,130,2.6458333333333335,5,10,15,0.3333333333333333,10975,3
2054996559,46432357,53,29,57,146,3.0701754385964914,6,6,12,0.5,12461,3
2054996559,22325968,58,17,12,21,3.1666666666666665,1,2,3,0.3333333333333333,13064,4
2054996559,66259891,112,351,231,254,2.619047619047619,17,21,38,0.4473684210526316,53525,5
2054996559,30772431,22,69,66,104,2.621212121212121,5,6,11,0.45454545454545453,4736,2
2054996559,36079762,63,64,60,85,2.4833333333333334,6,5,11,0.5454545454545454,7519,3
2054996559,24538894,79,24,41,92,2.8292682926829267,5,6,11,0.45454545454545453,1578,1
2054996593,40544553,21,44,27,59,3.814814814814815,3,1,4,0.75,7668,3
2054996593,38789047,48,215,182,219,2.3846153846153846,21,14,35,0.6,72473,5
2054996593,44090459,102,239,148,305,3.675675675675676,19,18,37,0.5135135135135135,23341,5
2054996593,35048945,412,3,21,73,3.619047619047619,3,0,3,1.0,17401,4
2054996593,23482390,99,53,81,118,2.111111111111111,7,6,13,0.5384615384615384,7707,3
2054996593,58542109,112,386,298,348,2.4630872483221475,21,24,45,0.4666666666666667,48899,5
2054996593,67223118,420,33,42,52,2.0238095238095237,5,2,7,0.7142857142857143,12589,3
2054996593,24815255,77,31,41,42,1.7804878048780488,2,5,7,0.2857142857142857,10139,3
2054996593,55482649,18,350,309,284,2.0517799352750807,17,22,39,0.4358974358974359,14920,4
2054996593,24707857,53,66,189,415,2.544973544973545,10,19,29,0.3448275862068966,14326,4
2054996741,35804917,38,727,464,679,3.0301724137931036,55,42,97,0.5670103092783505,101304,5
2054996741,39547481,203,8,6,15,3.8333333333333335,1,0,1,1.0,1480,1
2054996741,70652769,122,43,28,37,2.857142857142857,4,1,5,0.8,33456,5
2054996741,40783674,236,290,252,283,2.2738095238095237,21,27,48,0.4375,107626,5
2054996741,39486160,412,15,40,71,2.15,4,3,7,0.5714285714285714,5256,2
2054996741,56890437,18,221,195,185,2.082051282051282,15,20,35,0.42857142857142855,18314,4
2054996741,40676553,4,102,42,84,4.428571428571429,8,3,11,0.7272727272727273,16470,4
2054996741,55926048,77,18,27,28,1.7037037037037037,1,3,4,0.25,4307,2
2054996741,28990186,223,35,30,75,3.6666666666666665,3,5,8,0.375,8537,3
2054996741,55919570,58,102,125,186,2.304,9,10,19,0.47368421052631576,14926,4
2054996809,50070031,236,491,301,353,2.8039867109634553,25,18,43,0.5813953488372093,57518,5
2054996809,46401448,126,46,33,45,2.757575757575758,4,3,7,0.5714285714285714,22355,5
